Time,Itr,train-AverageReturn,train-MinReturn,LossAfter,train-MaxReturn,ItrTime,train-StdReturn,LossBefore,train-AverageDiscountedReturn,n_timesteps,train-PolicyExecTime,Time-Optimization,Time-SampleProc,train-NumTrajs,Time-Sampling,train-EnvExecTime
1961.4422419071198,106,223.31241679362043,217.76484001569864,-0.014873236,226.765888603175,18.172077894210815,1.5493518689830372,1.2207031e-08,127.0321852468105,1070000,14.566935777664185,0.25600218772888184,0.018996477127075195,100,17.896079301834106,3.066716432571411
1979.1511850357056,107,222.81938247599086,220.16974400765642,-0.10117194,225.78449889998114,17.69594430923462,1.3612135728098436,3.1661987e-08,126.86955084884444,1080000,14.139644861221313,0.2680013179779053,0.02599501609802246,100,17.40194797515869,3.0076630115509033
1997.3261561393738,108,220.92930292792906,216.30242334768377,-0.041695796,224.79850175807573,18.161969900131226,2.0361502789048287,-9.155274e-09,126.11159987357651,1090000,14.605386972427368,0.2539966106414795,0.018999814987182617,100,17.888973474502563,2.9904556274414062
2015.256826877594,109,222.38297316422756,218.8737845142464,-0.06555863,225.44858304384923,17.91766929626465,1.464406640821199,2.2125244e-08,126.74032605509538,1100000,14.331949234008789,0.2550017833709717,0.021968841552734375,100,17.639668703079224,3.0550901889801025
2032.683524608612,110,221.30981390012238,216.05296706817438,-0.034998503,224.60200063828782,17.41369891166687,1.8043251327664616,1.8310548e-08,126.29568270020724,1110000,13.90378451347351,0.25300121307373047,0.02399730682373047,100,17.135700225830078,2.9617486000061035
2050.4002768993378,111,221.06065470264312,215.19886005539166,-0.018342596,225.9470999143205,17.702754259109497,2.2395468550967,4.5776368e-08,126.1815752023087,1120000,14.187032222747803,0.2649996280670166,0.026996135711669922,100,17.41075849533081,2.956934690475464
2068.0415375232697,112,222.40008182087425,214.75547751784055,-0.04736261,227.54033095396758,17.62825894355774,2.3517349631742372,-4.5776368e-08,126.68599915769693,1130000,14.118568181991577,0.2560005187988281,0.025995969772338867,100,17.34426236152649,2.9650347232818604
2085.881207227707,113,226.09111240662384,220.26620132045585,-0.010285384,230.13860556264905,17.826668739318848,1.7868423897876922,2.4414062e-08,128.18068005507928,1140000,14.227635145187378,0.26399827003479004,0.02599501609802246,100,17.536675453186035,3.0293633937835693
2103.754055738449,114,225.24421998815626,216.92142716399127,-0.093431376,233.63286850615745,17.8598473072052,2.8077919213229228,-1.2207031e-08,127.60548511898756,1150000,14.26225733757019,0.2670009136199951,0.025996923446655273,100,17.56684947013855,3.042818784713745
2122.2657895088196,115,232.0767850685014,225.55308399627114,-0.06782017,239.7719149807612,18.49873423576355,2.915554053272526,-0.006901944,130.5132276389729,1160000,14.730931043624878,0.25800085067749023,0.022998809814453125,100,18.217734575271606,3.157014846801758
